transaction_id,dacd te,customer_id,amount,type,description,Usia,Jenis_Kelamin,Pendapatan_Bulanan,Saldo_Rekening,Riwayat_Pinjaman,Frekuensi_Transaksi,Jenis_Transaksi_Favorit,Minat_Investasi,Produk_Direkomendasikan
18681,2020-12-08,105,3552.82,debit,Political particular couple.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
18714,2022-11-10,106,4503.87,credit,Today writer assume plant address also.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
18827,2019-05-04,107,7135.68,transfer,Term head add run.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
18870,2019-07-09,101,356.88,debit,Century a establish just firm.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
18904,2021-10-12,109,5053.18,debit,Why design north.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
18940,2021-07-18,102,544.82,debit,Necessary early green share first cut.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
19014,2021-07-14,104,3960.81,debit,Kid decade picture similar to.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
19275,2022-10-29,104,8176.69,credit,Thank role say difficult public data.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
19291,2019-08-04,107,3026.95,debit,Find enter democratic entire onto.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
19477,2022-10-30,110,8680.82,debit,Environment actually still land bar citizen.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
19491,2020-08-14,105,1829.54,transfer,Member put officer seat he understand.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
19517,2018-09-16,109,587.12,transfer,Force mean international sell nearly open.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
19608,2019-09-30,101,3105.93,debit,Prove body box could write tend light.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
19705,2018-12-17,104,9004.68,credit,Often miss growth southern number.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
19892,2018-09-17,106,5656.11,credit,Life big prepare public answer.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
20105,2019-05-11,102,3503.43,debit,Stand spring without pay.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
20195,2020-05-17,101,3907.72,transfer,Item you season.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
20377,2021-08-17,106,7634.13,debit,Former look arm president seat establish public.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
20466,2020-06-17,101,4702.29,credit,Point either child side around coach newspaper.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
20490,2022-11-03,108,7215.32,credit,Debate senior last yes.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
20500,2019-10-01,109,4167.38,transfer,Form sell strong never.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
20601,2018-12-26,104,6158.26,transfer,Think bag indicate suddenly ask.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
20804,2022-07-28,110,5397.24,debit,Water herself plant already strong which art.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
20815,2022-11-13,101,9927.28,credit,Our tend minute start show reveal.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
21278,2019-03-02,107,7563.84,debit,Body purpose spring budget who.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
21351,2021-02-13,102,4224.32,debit,Nor city guess.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
21540,2022-12-17,106,2010.52,transfer,Certain success pretty realize store about positive.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
21563,2019-08-05,105,8674.92,debit,Speak order race shake set society rule.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
21618,2019-05-25,101,4779.41,debit,Draw vote among couple century guy good scene.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
21672,2020-01-08,106,714.33,credit,Door history strong wait budget.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
21742,2021-11-23,102,4630.77,debit,Decide finish year bank theory black couple.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
21768,2023-02-03,107,6135.59,credit,Child trip suggest water impact unit country measure.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
21929,2020-03-08,108,4238.36,debit,Give myself class kitchen.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
22016,2021-10-13,101,9551,credit,Story address generation administration message little.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
22112,2018-07-02,102,5057.4,transfer,Born story whether human young.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
22129,2020-04-16,109,8543.84,credit,Create agree mission traditional group.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
22177,2020-08-29,105,5266.99,transfer,Ability thing big too low son.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
22211,2020-01-15,108,1273.69,transfer,Candidate sister activity.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
22289,2023-01-21,107,2890.66,credit,Tonight open indicate.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
22408,2023-03-07,106,2590.43,credit,Everyone company next seven make.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
22779,2021-09-18,108,4492.91,debit,Sign meet sell myself gun.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
22836,2019-04-28,101,8160.11,credit,Present total child fund religious.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
23028,2020-08-16,109,7585.28,debit,Lot body more want opportunity.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
23234,2018-09-27,102,1636.45,credit,This international election say west politics.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
23470,2018-06-25,106,881.89,debit,Fire station among area heart season partner.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
23480,2020-12-08,101,2407.28,transfer,During watch message.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
23859,2020-04-01,109,8938.44,transfer,Job under type new.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
23909,2020-05-25,103,9142.26,transfer,Measure edge individual fish.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
24208,2022-10-28,101,4283.74,credit,Right compare dinner service.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
24226,2023-01-27,106,8846.16,credit,Seven administration recently card site he call.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
24478,2023-02-17,104,3914.33,debit,Character technology help check four because.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
24516,2021-11-10,102,1067.46,debit,Address time second song reveal tonight.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
24539,2019-01-23,109,1937.27,debit,Without risk we state seek trade material.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
24690,2022-09-30,110,5099.17,credit,Agency south might.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
24714,2023-01-27,102,2539.47,credit,Forget pay threat moment walk hold shoulder by.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
24845,2019-02-11,103,9618.12,credit,Add where help growth draw.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
24930,2022-11-13,108,4928.27,debit,Learn plant use subject view.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
25028,2020-10-15,103,3400.13,credit,Medical company none.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
25188,2019-12-29,102,8547.71,credit,Who rest support budget meeting range writer.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
25263,2020-11-03,110,4123.39,transfer,Century fine morning rich.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
25266,2021-08-08,104,6731.64,transfer,Modern without alone professional blood put truth.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
25377,2019-03-02,103,6033.64,debit,Evidence prepare action class single.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
25509,2023-03-16,106,1938.57,credit,Option effort national help.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
25523,2018-03-29,108,7780.27,debit,Though hold matter woman concern rise charge.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
25895,2020-01-06,104,2720.9,debit,Across show determine with evidence.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
26062,2018-12-02,109,9754.07,transfer,Identify office Republican teacher again already often.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
26287,2019-06-01,103,7897.92,debit,New debate today skin seven example music.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
26504,2019-08-25,106,1440.28,debit,Minute class wife world energy former.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
26516,2020-02-25,110,1286.64,transfer,Loss sell indicate strong method.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
26699,2018-09-23,109,9552.78,debit,Other range member her increase behavior power sort.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
26813,2019-06-28,110,3853.53,debit,Cell response course star by.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
26833,2020-03-18,104,4881.35,debit,Between race room.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
26954,2022-12-25,104,6212.48,transfer,Air nation lead live environment mother.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
27413,2020-08-21,107,4624.06,debit,Choose wind establish unit.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
27417,2019-10-27,102,5288.5,credit,Star born enough.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
27473,2020-12-01,104,5930.53,debit,Follow very more enjoy employee.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
27520,2021-02-13,110,2177.16,credit,First grow research ask remember study order.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
27669,2022-04-18,106,2583.45,credit,Future wife in try while note.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
28039,2021-01-10,109,3833.95,debit,Inside thousand institution class start list that.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
28058,2020-09-16,107,361.47,transfer,Itself foot myself old.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
28242,2020-02-26,102,1230.53,credit,Hand him concern interview yet.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
28428,2021-12-13,110,873.35,transfer,Feel born since line feeling follow.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
28587,2021-06-08,103,6253.5,credit,No believe amount hair paper guy.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
28684,2020-09-02,102,5330.29,credit,Opportunity environmental score big price something.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
28689,2018-12-02,109,8939.03,credit,Between there raise wide.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
28919,2019-03-21,108,109.79,credit,Ability have end.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
29285,2022-05-22,105,592.24,debit,Through energy skin around note hospital.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
29300,2021-08-09,108,8570.93,credit,Give as any ten serve doctor success.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
29559,2019-06-11,108,6706.39,transfer,Wait computer husband part.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
29582,2021-08-06,104,9568.79,debit,Behavior bring history.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
29618,2022-07-23,105,9992.26,credit,Somebody assume position.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
29669,2018-09-14,102,4742.72,credit,Consider control PM hour executive people trial author.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
29728,2018-10-02,104,7252.16,credit,Front yourself clearly quality somebody network total.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
29786,2022-12-19,102,6165.34,debit,Coach commercial health address possible general thank.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
30012,2022-06-27,102,9165.01,credit,Politics power open week store single.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
30186,2019-02-03,110,6394.7,credit,Might dinner show especially ready agent produce alone.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
30293,2021-02-09,107,5228.41,credit,Bag development economy respond street drive.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
30519,2022-01-11,107,8557.01,transfer,Even tough heart care mouth stay ready partner.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
30638,2021-10-27,107,1976.4,debit,Teacher end back but indicate toward half.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
30866,2020-12-15,101,386.51,debit,Fast describe expert sell ball guess too.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
31006,2022-02-08,110,2163.54,debit,Option foreign admit really.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
31009,2018-09-21,103,6764.62,transfer,Window ok magazine of.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
31193,2019-03-26,102,1234.51,debit,Top agreement discussion strategy board politics seem.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
31448,2021-06-09,104,4337.55,credit,Job friend hotel goal medical training but.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
31562,2020-06-10,108,9218.52,credit,Ten boy politics seven really stuff.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
31669,2021-05-15,102,7757.82,debit,Perhaps rest military space.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
31689,2020-01-01,108,6184.88,credit,Note radio old good politics seven market.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
31733,2019-11-22,101,4584.4,debit,Pick senior born.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
31817,2023-03-15,107,9727.91,transfer,Drug ability low guess form wide degree.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
31832,2023-01-06,110,8357.78,credit,Charge more common address treatment partner two.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
32230,2020-05-26,104,745.15,credit,Money speech market picture scientist.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
32234,2022-05-24,106,901.51,debit,View three pay consider.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
32296,2021-11-20,106,2233.8,credit,Itself eight community level.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
32393,2023-03-16,110,8507.27,transfer,Authority law better alone family fear.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
32394,2020-06-28,109,1214.53,transfer,Man successful give late.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
32416,2019-07-17,105,3750.05,debit,Clearly official fast street occur box.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
32560,2018-11-29,101,6629.19,transfer,Successful hard many bit team.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
32574,2021-07-04,108,2422.15,debit,Food right enough character take.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
32822,2018-06-16,107,6401.62,debit,Machine interest training night newspaper.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
32880,2020-03-31,106,20.17,transfer,Environmental very eye city.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
33040,2018-08-26,110,9332.28,debit,It little company education worry thousand resource one.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
33112,2019-11-19,105,5113.25,credit,Option big state whom operation.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
33336,2019-03-06,110,534.64,credit,Front truth ask candidate.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
33377,2022-04-07,105,4539.83,debit,Yes exist American whom kid consumer.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
33482,2019-09-08,102,8150.98,transfer,Real agent yeah program.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
33628,2019-12-12,106,4813.87,credit,Feeling however choose production region treatment music nature.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
33650,2019-01-05,109,7619.18,credit,Race instead company cause which member for bill.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
33733,2018-04-30,109,2623.73,transfer,Put heart lead just really.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
33848,2022-11-09,103,7837.72,debit,Audience per authority explain someone anyone girl.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
34096,2023-02-12,103,3508.36,credit,Choice office indeed where source.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
34169,2021-05-07,106,1652.57,debit,Even better maybe statement bad bag rather.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
34178,2020-04-09,108,5269.33,transfer,Environment lose issue try.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
34360,2019-10-10,110,9242.43,credit,Green skill need institution start hot.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
34397,2021-04-22,108,1571.61,credit,Set everything easy occur raise.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
34561,2020-03-20,104,3474.84,credit,Perhaps method nation another single lot.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
34617,2022-12-20,102,5567.81,debit,Across be evidence hit word that.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
34691,2023-01-16,107,441.8,debit,Center customer stock impact.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
34827,2022-05-30,104,9371.66,debit,Evening four peace heavy meeting partner realize.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
34868,2021-01-11,107,5800.11,credit,No skin experience.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
35086,2020-05-15,108,8904.46,credit,Travel scientist film total in people.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
35157,2018-10-11,109,5543.54,credit,North different build among senior.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
35203,2020-04-28,104,6083.34,transfer,Beat big difference.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
35399,2022-03-08,110,5523.03,transfer,Try want since week some cover could.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
35468,2022-06-14,103,3350.65,transfer,Very south drop similar history training.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
35509,2022-05-05,101,1141.89,transfer,Risk item instead movie couple degree.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
35531,2019-10-04,101,6706.72,credit,Consider modern prepare agent stage require.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
35569,2019-01-11,106,9070.98,debit,Accept site throw morning prevent.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
35581,2018-11-08,108,2686.93,transfer,Explain face to rather tonight a call.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
35690,2021-05-07,107,8625.02,transfer,Mother material society investment executive.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
35861,2019-05-30,110,4015.01,debit,Then rather return.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
35900,2018-07-18,109,4229.45,debit,Whole for lot standard political.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
35930,2021-01-08,107,9740.97,debit,Anyone six morning view charge system.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
36262,2018-04-19,101,5374.15,transfer,Actually enough federal tree task remain community.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
36335,2022-11-29,107,7513.36,credit,Able week main strategy fact position financial service.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
36355,2020-04-28,110,7639.73,transfer,Drop design seat store cup.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
36368,2020-07-08,102,8289.84,credit,Bank receive adult magazine stage compare maintain.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
36405,2018-08-23,105,862.33,debit,Long above maybe move.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
36484,2020-08-01,108,6361.89,credit,Generation data never once authority.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
36528,2020-01-03,110,7738.94,debit,Both important leader probably office always.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
36682,2019-08-27,109,6778.56,debit,Need article feeling peace low common.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
36708,2019-12-21,108,9671.86,credit,Be enter audience film another section animal wind.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
36777,2021-08-10,102,2946.96,debit,Mind today sport yet international cost have.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
36857,2019-11-20,102,5851,debit,Later history raise.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
36872,2020-12-29,101,2147.66,transfer,Important run energy seven.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
36967,2018-04-21,102,9030.5,debit,Use evening call agree training win word herself.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
36988,2020-02-01,103,6549.58,transfer,Work man expert drug what college reduce.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
37062,2020-04-03,110,9355.42,credit,Shake group value.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
37216,2020-07-18,103,8156.95,credit,But exist include indicate animal skill.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
37249,2021-03-11,108,6618.18,credit,Free investment part way ball there.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
37361,2019-02-15,102,5189.13,debit,Wind serve level level.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
37378,2022-04-16,103,1634.39,debit,Ever plant enough property.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
37422,2022-06-30,105,1596.37,credit,Knowledge owner industry share she investment seat walk.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
37449,2021-11-05,110,9819.72,debit,Do compare issue return develop five whose.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
37484,2019-06-01,107,7467.11,transfer,House week year how pick.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
37613,2020-12-19,110,6568.55,transfer,Only during building spring chance.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
37694,2019-05-18,106,5754.4,debit,Sort consider see perhaps.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
37759,2021-12-28,104,768.33,debit,Against eye with few development.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
37800,2019-12-15,102,2515.3,transfer,Thought read popular list building wide with anyone.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
37825,2020-02-24,108,2122.94,credit,Tv perform good well lot remember question.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
37891,2022-07-22,106,9624.53,transfer,Actually those about.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
37922,2021-07-30,106,8534.84,credit,Read station fine always bag ever.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
38061,2018-03-28,102,2194.62,credit,Sit tree edge recognize.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
38151,2021-10-27,109,3434.59,debit,Important key help may despite beat sure guy.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
38172,2022-04-07,101,5510.45,debit,Form clear information remember.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
38197,2021-01-27,108,1214.27,credit,She consumer break of.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
38209,2021-09-04,102,933.38,debit,Skin former spend style.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
38393,2021-04-28,103,3990.24,transfer,Why scene enjoy thousand light feeling.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
38524,2019-04-08,104,9365.01,transfer,Lawyer blue happy everybody box should.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
38650,2022-08-16,106,3015.93,transfer,Everyone art exist other company performance on.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
38652,2021-05-16,102,4027.15,transfer,Explain the others letter sort.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
38798,2018-11-30,109,4110.74,credit,Suggest young scene food people.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
38827,2021-02-24,105,1950.76,debit,Suddenly mention build theory card.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
39015,2019-08-02,109,6870.58,credit,Price executive east ago writer customer begin.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
39255,2018-11-16,102,3100,debit,Scientist lay material hot.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
39295,2023-02-27,109,8873.22,credit,School amount item almost risk at former.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
39317,2021-12-02,103,3174.76,debit,Must guess team film without whatever ago.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
39379,2018-07-10,106,7413.46,transfer,Energy rule special yet hour notice.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
39391,2022-03-13,104,1076.12,credit,Last shoulder surface understand.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
39393,2020-06-02,104,2631.13,debit,Scene Mrs finally hospital.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
39544,2019-03-13,107,7459.41,debit,Moment force attorney fine.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
39624,2018-05-19,107,9971.51,credit,Opportunity Mrs such prove.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
39727,2022-08-09,101,4137.41,transfer,Religious another simple himself fast.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
39763,2021-06-07,105,8091.03,credit,That concern various.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
39797,2023-03-05,103,3169.23,transfer,Reach might see future inside big get.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
